Tamanho de pacote,Desvio Padrão de Packet Loss,Desvio Padrão de Loss Percentage(%),Desvio Padrão do Time Delta Mean(s),Desvio Padrão do Total Time(s),Desvio Padrão de Total Bytes(B),Desvio Padrão do Throughput(Kbps)
19,0,0%,0.0010966105640383616,0.10966105640383601,0,0.2150437431648403
20,0,0%,0.0005987343203857841,0.059873432038577236,0,0.15151078768228035
21,0,0%,0.001250215466042532,0.1250215466042534,0,0.4221771317252616
22,0,0%,0.0020184878288848998,0.20184878288848954,0,0.7737069964614571
23,0,0%,0.001074674873972365,0.10746748739723726,0,0.22408093429503062
24,0,0%,0.0010673062480470034,0.10673062480470064,0,0.24823052303280593
25,0,0%,0.0009405300690626023,0.09405300690625967,0,0.28133196302535524
26,0,0%,0.0009730639125851455,0.09730639125851527,0,0.4097551722935449
27,0,0%,0.0020709213204927225,0.20709213204927307,0,1.0305557672665075
28,0,0%,0.0014723372735810471,0.14723372735810453,0,0.4035434340655929
29,0,0%,0.0010469047376276447,0.10469047376276384,0,0.3070530664477946
30,0,0%,0.0015767448544375885,0.1576744854437593,0,0.6384246381936322
31,0,0%,0.0026165792064939304,0.2616579206493928,0,1.1433244317082198
32,0,0%,0.00250750531702111,0.2507505317021117,0,0.723538011142988
33,0,0%,0.0009931333012564495,0.09931333012564594,0,0.28652256666126097
34,0,0%,0.000806106161039792,0.08061061610397978,0,0.28731870259105174
35,0,0%,0.001531722335854637,0.15317223358546425,0,0.7275677081900349
36,0,0%,0.005139325464048934,0.5139325464048929,0,2.0039483671761222
37,0,0%,0.000734329519555079,0.07343295195550889,0,0.20558057311339678
38,0,0%,0.001188458723223681,0.11884587232236822,0,0.38415310093984995
39,0,0%,0.0010318718184153515,0.10318718184153489,0,0.4516568746875292
40,0,0%,0.003476925705044086,0.3476925705044082,0,1.1785354169739097
41,0,0%,0.0012048533250877918,0.12048533250877998,0,0.3661528729947746
42,0,0%,0.0005493631843383596,0.05493631843383652,0,0.20523457995918323
43,0,0%,0.0012574748823668883,0.12574748823668747,0,0.5841940468621445
44,0,0%,0.00435459022645122,0.43545902264512165,0,1.646698740781754
45,0,0%,0.0012738550175853622,0.12738550175853616,0,0.43369933214073936
46,0,0%,0.0005946596155153301,0.05946596155153291,0,0.16746839677807226
47,0,0%,0.0006665144263337008,0.06665144263337042,0,0.20525883452755775
48,0,0%,0.0005097376578225868,0.05097376578225871,0,0.14837369298325756
49,0,0%,0.0003727336639499506,0.03727336639499433,0,0.10469728549786163
50,0,0%,0.0005014951988227806,0.05014951988227817,0,0.14035083213925295
51,0,0%,0.0003595397650137655,0.035953976501377494,0,0.10162795948306175
52,0,0%,0.000948499561006332,0.09484995610063258,0,0.2803247598336501
53,0,0%,0.000408382102440394,0.040838210244038727,0,0.12866132992553006
54,0,0%,0.000631884295982996,0.06318842959829903,0,0.18002691539497911
55,0,0%,0.0003980567880314745,0.0398056788031465,0,0.11835190074099024
56,0,0%,0.0009472163183114415,0.09472163183114422,0,0.30081229339098636
57,0,0%,0.0011563036673731463,0.1156303667373149,0,0.36693333090638175
58,0,0%,0.0012275181461385597,0.12275181461385637,0,0.3972928437956271
59,0,0%,0.0010464316562039061,0.10464316562039079,0,0.34435861696450104
60,0,0%,0.0003082771744623758,0.03082771744623786,0,0.09804688306791741
61,0,0%,0.00028294284913693714,0.028294284913693173,0,0.09065157819110171
62,0,0%,0.0011785168962569893,0.1178516896256993,0,0.4101321832505846
63,0,0%,0.0008750639181950292,0.08750639181950307,0,0.2969260733072915
64,0,0%,0.0003460600194012803,0.03460600194012852,0,0.11175981075405775
65,0,0%,0.0006959960529014658,0.0695996052901461,0,0.23827802923087557
66,0,0%,0.001130627347144144,0.1130627347144141,0,0.4014833809215459
67,0,0%,0.001234707056227421,0.12347070562274068,0,0.4402480211439315
68,0,0%,0.000585247981222816,0.05852479812228118,0,0.1971531920713781
69,0,0%,0.0014789898964707026,0.14789898964706982,0,0.5268917414975572
70,0,0%,0.0012204263117655953,0.12204263117655904,0,0.44145540783423254
71,0,0%,0.0011984483199912366,0.11984483199912345,0,0.43346059573847906
72,0,0%,0.0009933968530735568,0.09933968530735594,0,0.3649794781529708
73,0,0%,0.0002304284094519389,0.02304284094519401,0,0.07869566502313981
74,0,0%,0.0002578912074710269,0.025789120747102948,0,0.08790823712199987
75,0,0%,0.0002557381727932867,0.02557381727932769,0,0.08719664604839128
76,0,0%,0.0005970644193226679,0.059706441932266395,0,0.21448224887198725
77,0,0%,0.0013496115531005082,0.13496115531005062,0,0.4963173125975441
78,0,0%,0.0006154250499186032,0.06154250499186049,0,0.23443012072548972
79,0,0%,0.000642389969991012,0.06423899699910132,0,0.22646686717459236
80,0,0%,0.0003940908100904022,0.03940908100904008,0,0.1299767720898029
81,0,0%,0.0009138551416326011,0.09138551416325999,0,0.3336304228436892
82,0,0%,0.0010381765966543583,0.10381765966543532,0,0.3704226403336717
83,0,0%,0.0014056334075472235,0.14056334075472351,0,0.5035985645003509
84,0,0%,0.0013935118985810807,0.1393511898581076,0,0.5083798824520783
85,0,0%,0.0014071895868068337,0.1407189586806836,0,0.0687655955348841
86,0,0%,0.0012892053379515867,0.12892053379515972,0,0.06407546180380601
87,0,0%,0.0014291471761494873,0.14291471761494864,0,0.07101465673683993
88,0,0%,0.0012617445261791035,0.12617445261791085,0,0.062437381457387614
89,0,0%,0.0013470000756718296,0.13470000756718395,0,0.06873715126029069
90,0,0%,0.0010134183552101416,0.10134183552101313,0,0.05195622712519061
91,0,0%,0.0012130423597103304,0.12130423597103353,0,0.06340951277002392
92,0,0%,0.0015653474483439866,0.15653474483439786,0,0.08197850507864007
93,0,0%,0.001287930065485958,0.12879300654859638,0,0.06838557597722879
94,0,0%,0.0011672128485025416,0.11672128485025465,0,0.06248000145633853
95,0,0%,0.0010730201021620076,0.10730201021620124,0,0.057721091657445114
96,0,0%,0.0013741294219904302,0.13741294219904243,0,0.07468141978867117
97,0,0%,0.00134661023660338,0.1346610236603378,0,0.07449473290669384
98,0,0%,0.0011162968531636128,0.11162968531636126,0,0.06074886530098025
99,0,0%,0.001171673481731418,0.11716734817314246,0,0.06519269399460852
100,0,0%,0.001433644962811574,0.1433644962811578,0,0.08111331129380106
101,0,0%,0.0014368137875581156,0.14368137875581166,0,0.08096967822002356
102,0,0%,0.0013430479849781633,0.13430479849781607,0,0.07802392733947676
103,0,0%,0.0011043985814025096,0.11043985814025072,0,0.0638458985124366
104,0,0%,0.001480179000577097,0.1480179000577095,0,0.0872927002281858
105,0,0%,0.0013447035765299263,0.13447035765299226,0,0.07938686090477984
106,0,0%,0.0012711389828651365,0.12711389828651334,0,0.07578536288956332
107,0,0%,0.0014551561893294978,0.14551561893295006,0,0.08690226678595724
108,0,0%,0.001420509614941438,0.14205096149414376,0,0.08151286590154455
109,0,0%,0.001526766657655313,0.1526766657655313,0,0.0890978504143262
110,0,0%,0.0010807407033656788,0.10807407033656859,0,0.06328044372940625
111,0,0%,0.0010957251738874187,0.10957251738874192,0,0.06345873968922601
112,0,0%,0.0016329055198337674,0.16329055198337658,0,0.09679654706400648
113,0,0%,0.0016757615583847633,0.16757615583847707,0,0.10128626460500555
114,0,0%,0.001545808325044538,0.15458083250445315,0,0.09307006761793232
115,0,0%,0.0014496339984546955,0.144963399845469,0,0.08841722839416875
116,0,0%,0.0014537541898142238,0.14537541898142167,0,0.08932317134651134
117,0,0%,0.0017111246459314783,0.17111246459314752,0,0.10525872505933587
118,0,0%,0.0011982247179375012,0.11982247179375004,0,0.0748445791789081
119,0,0%,0.0014075906349642802,0.14075906349642747,0,0.0897172542236147
120,0,0%,0.0014483923314266374,0.1448392331426627,0,0.09167253604124039
121,0,0%,0.0012690348379350484,0.12690348379350458,0,0.08157606219093534
122,0,0%,0.0013333757453331805,0.13333757453331782,0,0.0860367550250965
123,0,0%,0.001390128210700959,0.1390128210700969,0,0.09034830197293879
124,0,0%,0.001556680441404477,0.15566804414044674,0,0.10212286732898829
125,0,0%,0.0013433024709964161,0.1343302470996417,0,0.08946204914937606
126,0,0%,0.001658612608852395,0.16586126088524028,0,0.11050118850453758
127,0,0%,0.0017750157831234673,0.1775015783123468,0,0.11866772699765926
128,0,0%,0.0013839548747454835,0.1383954874745488,0,0.09399369130306903
129,0,0%,0.001475884866610987,0.1475884866610995,0,0.10097999521247475
130,0,0%,0.0015767740596488798,0.15767740596488783,0,0.10878498075573242
131,0,0%,0.0015265027807305498,0.15265027807305573,0,0.10439400620221496
132,0,0%,0.0018369449494099938,0.18369449494099946,0,0.12735750131856205
133,0,0%,0.0016700623600164643,0.16700623600164638,0,0.11646970665429923
134,0,0%,0.0013742122611552178,0.13742122611552157,0,0.09576714389007665
135,0,0%,0.0016104440512142795,0.16104440512142812,0,0.11425041052165613
136,0,0%,0.001376926014741456,0.13769260147414572,0,0.09744953870038538
137,0,0%,0.0017214517272488672,0.17214517272488644,0,0.1235111728439459
138,0,0%,0.001464941526272466,0.14649415262724488,0,0.10657910248258326
139,0,0%,0.0016464060230854838,0.1646406023085492,0,0.11947298960090943
140,0,0%,0.0016575935015637135,0.16575935015637092,0,0.12136238335300087
141,0,0%,0.0017212578893051765,0.17212578893051783,0,0.12684092797897395
142,0,0%,0.001961662549451083,0.19616625494510873,0,0.14499179915093696
143,0,0%,0.0016498357035250027,0.1649835703524996,0,0.1226193058478295
144,0,0%,0.0014057251964508168,0.14057251964508213,0,0.10437936473894238
145,0,0%,0.0019933445008874025,0.19933445008874065,0,0.1507151908955001
146,0,0%,0.001795702962805839,0.179570296280583,0,0.13616629233955346
147,0,0%,0.0016871204187765907,0.1687120418776589,0,0.12861951814401865
148,0,0%,0.0010053477966719578,0.10053477966719591,0,0.07621027152834464
149,0,0%,0.0014363282803775085,0.143632828037751,0,0.11146271259943757
150,0,0%,0.0017568361684801184,0.17568361684801162,0,0.13577885691758276
151,0,0%,0.0016862371055644506,0.16862371055644448,0,0.13159806637978896
152,0,0%,0.001770163564652182,0.17701635646521696,0,0.13850830711353074
153,0,0%,0.0016742516087868927,0.16742516087868897,0,0.132189418798956
154,0,0%,0.0011802768135163158,0.11802768135163184,0,0.0924990530113643
155,0,0%,0.001600252385425005,0.16002523854249892,0,0.12788762588536565
156,0,0%,0.0017246995975710613,0.17246995975710666,0,0.1377176747513005
157,0,0%,0.0018625994553870815,0.18625994553870784,0,0.14958043867859472
158,0,0%,0.00194424772360374,0.19442477236037486,0,0.1567257555734595
159,0,0%,0.0019768652433070143,0.19768652433070105,0,0.16081948344654945
160,0,0%,0.0007441753926848858,0.07441753926848893,0,0.05968999631925624
161,0,0%,0.0019818711935138578,0.19818711935138605,0,0.16283217334561303
162,0,0%,0.002073243118754201,0.20732431187542047,0,0.17078343738637208
163,0,0%,0.0020340392324302765,0.2034039232430279,0,0.16865857699330275
164,0,0%,0.0015922738556053712,0.15922738556053584,0,0.13229019784002502
165,0,0%,0.0021781997497617132,0.21781997497617275,0,0.08223227065011021
166,0,0%,0.002178400928008085,0.21784009280080885,0,0.08257356023988419
167,0,0%,0.0021274205742144495,0.21274205742144484,0,0.0812236558889115
168,0,0%,0.0019641578497781383,0.19641578497781334,0,0.0751333198655515
169,0,0%,0.0020571796971392323,0.2057179697139223,0,0.07905871476370693
170,0,0%,0.0017381543312823661,0.17381543312823644,0,0.06449705599761318
171,0,0%,0.0016504558974597978,0.1650455897459801,0,0.06138239016552779
172,0,0%,0.001994191431746017,0.1994191431746007,0,0.07472996309853257
173,0,0%,0.0019174654112323422,0.19174654112323392,0,0.07230542523586145
174,0,0%,0.0019391997564966853,0.19391997564966898,0,0.07324731069739629
175,0,0%,0.0020423509760891787,0.2042350976089179,0,0.07777720123201769
176,0,0%,0.0016880840096056085,0.1688084009605609,0,0.06439370458241599
177,0,0%,0.0018471974656332297,0.1847197465633232,0,0.0707965900277597
178,0,0%,0.001683289994662525,0.16832899946625265,0,0.06475819192098684
179,0,0%,0.0019952679298354025,0.19952679298354115,0,0.07745301277397446
180,0,0%,0.0016039336478433593,0.16039336478433558,0,0.06214245907585428
181,0,0%,0.0021375833917747777,0.21375833917747777,0,0.0831736990143021
182,0,0%,0.001965617576739659,0.1965617576739656,0,0.07688322380865859
183,0,0%,0.002116451077883636,0.21164510778836365,0,0.08349999711211331
184,0,0%,0.002070270951291363,0.20702709512913728,0,0.08202324066050098
185,0,0%,0.001968508177291412,0.19685081772914137,0,0.07728433494228301
186,0,0%,0.002014098831319641,0.2014098831319635,0,0.07954659175633591
187,0,0%,0.002193786116741318,0.21937861167413084,0,0.08696576938385843
188,0,0%,0.0018136490780474952,0.1813649078047486,0,0.07221953730731179
189,0,0%,0.0022264618466807965,0.22264618466807942,0,0.0889075278496084
190,0,0%,0.00208484712852567,0.20848471285256676,0,0.08359316227394245
191,0,0%,0.002073984837004938,0.20739848370049419,0,0.08369212446162008
192,0,0%,0.0019251999982074263,0.19251999982074167,0,0.07804668218839228
193,0,0%,0.0019212344298284877,0.19212344298284928,0,0.07808028463751569
194,0,0%,0.002103230143216558,0.2103230143216558,0,0.08568621893808202
195,0,0%,0.0019788770480601674,0.19788770480601703,0,0.08090465693217981
196,0,0%,0.002016578376222321,0.20165783762223244,0,0.08278392285518874
197,0,0%,0.0019121701263675075,0.19121701263675023,0,0.07873861921728077
198,0,0%,0.002291041303155208,0.22910413031552007,0,0.09465169728324868
199,0,0%,0.00179123074855585,0.17912307485558357,0,0.07431172394040085
200,0,0%,0.002417137412459899,0.24171374124598977,0,0.10296642703045826
201,0,0%,0.002327823159340379,0.23278231593403764,0,0.0994795004719974
202,0,0%,0.002318771540100157,0.23187715401001618,0,0.09916107027277576
203,0,0%,0.002320114466314952,0.23201144663149506,0,0.09980367754162485
204,0,0%,0.002158053311529657,0.21580533115296713,0,0.0929307118583635
205,0,0%,0.0021218943664243557,0.21218943664243622,0,0.09157100335929834
206,0,0%,0.002112978287377037,0.21129782873770378,0,0.09149678075687996
207,0,0%,0.002364779084872651,0.2364779084872641,0,0.10273055332533063
208,0,0%,0.0023871671418503864,0.2387167141850386,0,0.10409661926856616
209,0,0%,0.0022931424662742633,0.22931424662742558,0,0.10020118302278094
210,0,0%,0.0019814895834656464,0.1981489583465652,0,0.08722096408422864
211,0,0%,0.002237384252457309,0.22373842524573107,0,0.09860063060400436
212,0,0%,0.002159591964413263,0.2159591964413259,0,0.09531154382132498
213,0,0%,0.0023744535079249737,0.23744535079249843,0,0.10515707390861423
214,0,0%,0.002300452570628921,0.23004525706289133,0,0.10174464186583441
215,0,0%,0.0024104599333067194,0.24104599333067223,0,0.10707614688250293
216,0,0%,0.0023406985024872155,0.23406985024872182,0,0.1045151420790025
217,0,0%,0.0022250496565415718,0.22250496565415723,0,0.09952294429707448
218,0,0%,0.002490506058061783,0.24905060580617955,0,0.11163376087605778
219,0,0%,0.0022272029393941707,0.22272029393941858,0,0.10026945016629481
220,0,0%,0.0023449423837128025,0.23449423837128144,0,0.10568960449531319
221,0,0%,0.0023143969575909885,0.2314396957590997,0,0.10480213892677208
222,0,0%,0.0021686437032596103,0.21686437032596104,0,0.0982299229748422
223,0,0%,0.002438167759401831,0.24381677594018442,0,0.11109323690791977
224,0,0%,0.0022919263762239423,0.229192637622393,0,0.10458725354452565
225,0,0%,0.002432482974749661,0.2432482974749668,0,0.11138459983150495
226,0,0%,0.002232841362725272,0.22328413627252686,0,0.1023878767152009
227,0,0%,0.0024483757002191505,0.2448375700219154,0,0.11265007533034276
228,0,0%,0.0025694332241696276,0.25694332241696394,0,0.1188088771219472
229,0,0%,0.0022179921862557133,0.22179921862557142,0,0.10267858519170805
230,0,0%,0.0025711285278850974,0.2571128527885098,0,0.11929234616649224
231,0,0%,0.0024027015487168195,0.24027015487168135,0,0.11159942386845474
232,0,0%,0.00224817604570098,0.22481760457009817,0,0.10357857829695574
233,0,0%,0.002436199508147291,0.24361995081472962,0,0.1127484249230743
234,0,0%,0.0025336512966926896,0.2533651296692692,0,0.117781604223321
235,0,0%,0.0024164721667813346,0.24164721667813335,0,0.11259944991520036
236,0,0%,0.0023808103382064695,0.2380810338206468,0,0.11134294647783252
237,0,0%,0.00226207119008689,0.22620711900868862,0,0.1057205088771681
238,0,0%,0.00228909640425279,0.22890964042527978,0,0.10699006583957937
239,0,0%,0.002638635208151253,0.2638635208151248,0,0.12390041808157276
240,0,0%,0.002459942318153768,0.24599423181537758,0,0.11555524392428732
241,0,0%,0.0023139394824218114,0.2313939482421813,0,0.10912985116125645
242,0,0%,0.002615768820976737,0.26157688209767455,0,0.1237983174064596
243,0,0%,0.0020473789579735237,0.2047378957973525,0,0.09654380075041767
244,0,0%,0.0026447889424442757,0.2644788942444284,0,0.12595853662492595
245,0,0%,0.002354067743842675,0.2354067743842667,0,0.11227428783844079
246,0,0%,0.0026681554971428366,0.26681554971428306,0,0.12780316955529997
247,0,0%,0.0025733077306990836,0.2573307730699092,0,0.07263877768595375
248,0,0%,0.0025681125161438304,0.25681125161438284,0,0.07273604123375578
249,0,0%,0.002295957468704204,0.2295957468704203,0,0.0651815559875919
250,0,0%,0.0024209645882362963,0.24209645882362957,0,0.06899304667647678
251,0,0%,0.0025520032731731327,0.25520032731731257,0,0.0730201826867909
252,0,0%,0.002718431296297428,0.2718431296297426,0,0.07784992506325573
253,0,0%,0.0024159969968120085,0.2415996996811995,0,0.06930851221280897
254,0,0%,0.0024866165168973904,0.24866165168973925,0,0.07140902160983115
255,0,0%,0.0024758715691125394,0.24758715691125377,0,0.07126274879168258
